Author,Book_Name,Book_Category,Book_url,Publishing_house,Book_size_MB,Book_pages,Quotation
عمرو بن بحر الجاحظ,البيان والتبيين المجلد الرابع,كتب الأدب العربي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%a8%d9%8a%d8%a7%d9%86-%d9%88%d8%a7%d9%84%d8%aa%d8%a8%d9%8a%d9%8a%d9%86-pdf-%d8%a7%d9%84%d9%85%d8%ac%d9%84%d8%af-%d8%a7%d9%84%d8%b1%d8%a7%d8%a8%d8%b9/,مكتبة الجاحظ,432,339,الفلك وجميع ما تحويه أقطار الأرض وكل ما تقله أكنافها للإنسان خول ومتاع إلى حين إلا أن أقرب ما سخر له من روحه وألطفه عند نفسه الأنثى فإنها خلقت له ليسكن إليها وجعلت بينه وبينها مودة ورحمة
عمرو بن بحر الجاحظ,البيان والتبيين المجلد الثالث,كتب الأدب العربي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%a8%d9%8a%d8%a7%d9%86-%d9%88%d8%a7%d9%84%d8%aa%d8%a8%d9%8a%d9%8a%d9%86-pdf-%d8%a7%d9%84%d9%85%d8%ac%d9%84%d8%af-%d8%a7%d9%84%d8%ab%d8%a7%d9%84%d8%ab/,مكتبة الجاحظ,5,379,الفلك وجميع ما تحويه أقطار الأرض وكل ما تقله أكنافها للإنسان خول ومتاع إلى حين إلا أن أقرب ما سخر له من روحه وألطفه عند نفسه الأنثى فإنها خلقت له ليسكن إليها وجعلت بينه وبينها مودة ورحمة
عمرو بن بحر الجاحظ,الحيوان المجلد الثاني,كتب الأدب العربي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%ad%d9%8a%d9%88%d8%a7%d9%86-pdf-%d8%a7%d9%84%d9%85%d8%ac%d9%84%d8%af-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a/,مكتبة الجاحظ,8,548,وهذا كتاب موعظة وتعريف وتفقه وتنبيه وأراك قد ع ب ت ه قبل أن تقف على حدوده وتتفكر في فصوله وتتفكر آخره بأوله ومصادره بموارده وقد غلطك فيه بعض ما رأيت من مزح لم تعرف معناه ومن بطالة لم تطلع على غورها ولم تدر ل م اجتلبت ولا لأي علة تكلفت وأي شيء أريغ بها ولأي جد احتمل ذلك الهزل ولأي رياضة تجشمت تلك البطالة ولم تدر أن المزاح جد إذا اجتلب ليكون علة للجد وأن البطالة وقار ورزانة إذا تكلفت لتلك العاقبة
عمرو بن بحر الجاحظ,الحيوان المجلد الأول,كتب الأدب العربي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%ad%d9%8a%d9%88%d8%a7%d9%86-pdf-%d8%a7%d9%84%d9%85%d8%ac%d9%84%d8%af-%d8%a7%d9%84%d8%a3%d9%88%d9%84/,مكتبة الجاحظ,7,428,وليس الصمت كله أفضل من الكلام كله ولا الكلام كله أفضل من السكوت كله بل قد علمنا ان عامة الكلام أفضل من عامة السكوت
عمرو بن بحر الجاحظ,الحيوان للجاحظ,الأدب-الثقافة العامة-كتب الأدب العربي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%ad%d9%8a%d9%88%d8%a7%d9%86-pdf-%d9%84%d9%84%d8%ac%d8%a7%d8%ad%d8%b8/,مكتبة الجاحظ,1,52,ولا يستطيع أعقل الناس أن يعمل عمل أجرأ الناس كما لا يستطيع أجرأ الناس أن يعمل أعمال أعقل الناس فبأعمال المجانين والعقلاء عرفنا مقدارهما من صح ة أذهانهما وفسادها وباختلاف أعمال الأطفال والكهول عرفنا مقدارهما في الضعف والقو ة وفي الجهل والمعرفة وبمثل ذلك ف ص لنا بين الجماد والحيوان والع ال م وأعلم منه والجاهل وأجهل منه
عمرو بن بحر الجاحظ,رواية البخلاء ة جديدة,كتب الأدب العربي-كتب روايات عربية,https://www.arab-books.com/books/%d8%b1%d9%88%d8%a7%d9%8a%d8%a9-%d8%a7%d9%84%d8%a8%d8%ae%d9%84%d8%a7%d8%a1-pdf-%d9%83%d8%aa%d8%a7%d8%a8%d8%a9-%d8%ac%d8%af%d9%8a%d8%af%d8%a9/,دار السلام,1,186,لكتاب هو الجليس الذي لا يطريك والصديق الذي لا يقليك والرفيق الذي لا ي م ل ك والجار الذي لا يستبطئك والصاحب الذي لا يريد استخراج ما عندك بالملق ولا يعاملك بالمكر ولا يخدعك بالنفاق هو الذي إن نظرت فيه أطال إمتاعك وشحذ طباعك وبسط لسانك وجو د بيانك وفخ م ألفاظك ومن لك بشيء يجمع الأول والآخر والناقص والوافي والشاهد والغائب والرفيع والوضيع ومن لك بمؤنس لا ينام إلا بنومك ولا ينطق إلا بما تهوى
عمرو بن بحر الجاحظ,البيان والتبيين المجلد الثاني,كتب الأدب العربي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%a8%d9%8a%d8%a7%d9%86-%d9%88%d8%a7%d9%84%d8%aa%d8%a8%d9%8a%d9%8a%d9%86-pdf-%d8%a7%d9%84%d9%85%d8%ac%d9%84%d8%af-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a/,مكتبة الجاحظ,5,366,الفلك وجميع ما تحويه أقطار الأرض وكل ما تقله أكنافها للإنسان خول ومتاع إلى حين إلا أن أقرب ما سخر له من روحه وألطفه عند نفسه الأنثى فإنها خلقت له ليسكن إليها وجعلت بينه وبينها مودة ورحمة
عمرو بن بحر الجاحظ,مقدمة البيان والتبيين,كتب الأدب العربي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d9%82%d8%af%d9%85%d8%a9-%d8%a7%d9%84%d8%a8%d9%8a%d8%a7%d9%86-%d9%88%d8%a7%d9%84%d8%aa%d8%a8%d9%8a%d9%8a%d9%86-pdf/,مكتبة الجاحظ,2,26,لكتاب هو الجليس الذي لا يطريك والصديق الذي لا يقليك والرفيق الذي لا ي م ل ك والجار الذي لا يستبطئك والصاحب الذي لا يريد استخراج ما عندك بالملق ولا يعاملك بالمكر ولا يخدعك بالنفاق هو الذي إن نظرت فيه أطال إمتاعك وشحذ طباعك وبسط لسانك وجو د بيانك وفخ م ألفاظك ومن لك بشيء يجمع الأول والآخر والناقص والوافي والشاهد والغائب والرفيع والوضيع ومن لك بمؤنس لا ينام إلا بنومك ولا ينطق إلا بما تهوى
أبو الحسن علي الحسني الندوي,إزالة أسباب الخذلان,كتب اسلامية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a5%d8%b2%d8%a7%d9%84%d8%a9-%d8%a3%d8%b3%d8%a8%d8%a7%d8%a8-%d8%a7%d9%84%d8%ae%d8%b0%d9%84%d8%a7%d9%86-pdf/,دار ابن كثير,594.9,30,
أبو الحسن علي الحسني الندوي,ماذا خسر العالم بانحطاط المسلمين,كتب اسلامية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d8%a7%d8%b0%d8%a7-%d8%ae%d8%b3%d8%b1-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85-%d8%a8%d8%a7%d9%86%d8%ad%d8%b7%d8%a7%d8%b7-%d8%a7%d9%84%d9%85%d8%b3%d9%84%d9%85%d9%8a%d9%86/,دار ابن كثير,10.3,262,
الكاتب موريس لوبلان,المصباح الفضي,كتب القصص القصيرة المترجمة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d9%85%d8%b5%d8%a8%d8%a7%d8%ad-%d8%a7%d9%84%d9%81%d8%b6%d9%8a-pdf/,دار ميوزيك,13.0,87,
موريس لوبلان,لصوص نيويورك,كتب القصص القصيرة المترجمة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%84%d8%b5%d9%88%d8%b5-%d9%86%d9%8a%d9%88%d9%8a%d9%88%d8%b1%d9%83-pdf/,دار ميوزيك,2.5,109,
الكاتب موريس لوبلان,أرسين لوبين المجرم,كتب القصص القصيرة المترجمة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a3%d8%b1%d8%b3%d9%8a%d9%86-%d9%84%d9%88%d8%a8%d9%8a%d9%86-%d8%a7%d9%84%d9%85%d8%ac%d8%b1%d9%85-pdf/,دار ميوزيك,4.1,160,
الكاتب موريس لوبلان,الدائرة السوداء,كتب القصص القصيرة المترجمة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%af%d8%a7%d8%a6%d8%b1%d8%a9-%d8%a7%d9%84%d8%b3%d9%88%d8%af%d8%a7%d8%a1-pdf/,دار ميوزيك,2.9,111,
الكاتب موريس لوبلان,أرسين لوبين الشريف,كتب القصص القصيرة المترجمة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a3%d8%b1%d8%b3%d9%8a%d9%86-%d9%84%d9%88%d8%a8%d9%8a%d9%86-%d8%a7%d9%84%d8%b4%d8%b1%d9%8a%d9%81-pdf/,دار ميوزيك,2.9,112,
الكاتب موريس لوبلان,سر عقد اللؤلؤ,كتب القصص القصيرة المترجمة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%b3%d8%b1-%d8%b9%d9%82%d8%af-%d8%a7%d9%84%d9%84%d8%a4%d9%84%d8%a4-pdf/,دار ميوزيك,1.8,74,
الكاتب موريس لوبلان,كنوز أرسين لوبين,كتب القصص القصيرة المترجمة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%83%d9%86%d9%88%d8%b2-%d8%a3%d8%b1%d8%b3%d9%8a%d9%86-%d9%84%d9%88%d8%a8%d9%8a%d9%86-pdf/,دار ميوزيك,3.49,48,
الكاتب موريس لوبلان,إنتقام ميت,كتب القصص القصيرة المترجمة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a5%d9%86%d8%aa%d9%82%d8%a7%d9%85-%d9%85%d9%8a%d8%aa-pdf/,دار ميوزيك,5.7,42,
موريس لوبلان,جوهرة التاج,كتب القصص القصيرة المترجمة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%ac%d9%88%d9%87%d8%b1%d8%a9-%d8%a7%d9%84%d8%aa%d8%a7%d8%ac-pdf/,دار ميوزيك,5.4,49,
موريس لوبلان,أرسين لوبين في موسكو,كتب القصص القصيرة المترجمة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a3%d8%b1%d8%b3%d9%8a%d9%86-%d9%84%d9%88%d8%a8%d9%8a%d9%86-%d9%81%d9%8a-%d9%85%d9%88%d8%b3%d9%83%d9%88-pdf/,دار ميوزيك,3.5,126,
الكاتب موريس لوبلان,البيت الأسود,كتب القصص القصيرة المترجمة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%a8%d9%8a%d8%aa-%d8%a7%d9%84%d8%a3%d8%b3%d9%88%d8%af-pdf/,دار ميوزيك,2.5,48,
موريس لوبلان,الإنذار,كتب القصص القصيرة المترجمة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%a5%d9%86%d8%b0%d8%a7%d8%b1-pdf/,دار ميوزيك,3.8,140,
الكاتب موريس لوبلان,السهم القاتل,كتب القصص القصيرة المترجمة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%b3%d9%87%d9%85-%d8%a7%d9%84%d9%82%d8%a7%d8%aa%d9%84-pdf/,دار ميوزيك,2.5,95,
موريس لوبلان,الخطر الأصفر,كتب القصص القصيرة المترجمة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%ae%d8%b7%d8%b1-%d8%a7%d9%84%d8%a3%d8%b5%d9%81%d8%b1-pdf/,دار ميوزيك,2.8,94,
الكاتب موريس لوبلان,الجرائم الثلاثة,كتب القصص القصيرة المترجمة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%ac%d8%b1%d8%a7%d8%a6%d9%85-%d8%a7%d9%84%d8%ab%d9%84%d8%a7%d8%ab%d8%a9-pdf/,دار ميوزيك,5.7,45,
موريس لوبلان,البرنس أرسين لوبين,كتب القصص القصيرة المترجمة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%a8%d8%b1%d9%86%d8%b3-%d8%a3%d8%b1%d8%b3%d9%8a%d9%86-%d9%84%d9%88%d8%a8%d9%8a%d9%86-pdf/,دار ميوزيك,3.8,127,
موريس لوبلان,السوق السوداء,كتب القصص القصيرة المترجمة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%b3%d9%88%d9%82-%d8%a7%d9%84%d8%b3%d9%88%d8%af%d8%a7%d8%a1-pdf/,دار ميوزيك,2.3,96,
الكاتب موريس لوبلان,المسلة الجوفاء,كتب القصص القصيرة المترجمة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d9%85%d8%b3%d9%84%d8%a9-%d8%a7%d9%84%d8%ac%d9%88%d9%81%d8%a7%d8%a1-pdf/,دار ميوزيك,5.6,304,
الكاتب موريس لوبلان,الرهان,كتب القصص القصيرة المترجمة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%b1%d9%87%d8%a7%d9%86-pdf/,دار ميوزيك,2.3,95,
الكاتب موريس لوبلان,الجثة المفقودة,كتب القصص القصيرة المترجمة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%ac%d8%ab%d8%a9-%d8%a7%d9%84%d9%85%d9%81%d9%82%d9%88%d8%af%d8%a9-pdf/,دار ميوزيك,2.2,93,
الإمام أبو حامد الغزالي,ميزان العمل,العقيدة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d9%8a%d8%b2%d8%a7%d9%86-%d8%a7%d9%84%d8%b9%d9%85%d9%84-pdf-%d9%84%d9%84%d9%83%d8%a7%d8%aa%d8%a8-%d8%a3%d8%a8%d9%88-%d8%ad%d8%a7%d9%85%d8%af-%d8%a7%d9%84%d8%ba%d8%b2/,,1,61,
الإمام أبو حامد الغزالي,الاقتصاد في الاعتقاد,العقيدة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%a7%d9%82%d8%aa%d8%b5%d8%a7%d8%af-%d9%81%d9%8a-%d8%a7%d9%84%d8%a7%d8%b9%d8%aa%d9%82%d8%a7%d8%af-pdf-%d9%84%d9%84%d9%83%d8%a7%d8%aa%d8%a8-%d8%a3%d8%a8%d9%88/,,1.5,95,
الإمام أبو حامد الغزالي,مقامات العلماء بين يدي الخلفاء والأمراء,العقيدة,https://www.arab-books.com/books/%d9%85%d9%82%d8%a7%d9%85%d8%a7%d8%aa-%d8%a7%d9%84%d8%b9%d9%84%d9%85%d8%a7%d8%a1-%d8%a8%d9%8a%d9%86-%d9%8a%d8%af%d9%8a-%d8%a7%d9%84%d8%ae%d9%84%d9%81%d8%a7%d8%a1-%d9%88%d8%a7%d9%84%d8%a3%d9%85%d8%b1/,دار الكتب العلمية,2,86,
الإمام أبو حامد الغزالي,فتاوى الإمام الغزالي,العقيدة,https://www.arab-books.com/books/%d9%81%d8%aa%d8%a7%d9%88%d9%89-%d8%a7%d9%84%d8%a5%d9%85%d8%a7%d9%85-%d8%a7%d9%84%d8%ba%d8%b2%d8%a7%d9%84%d9%8a-pdf-%d9%84%d9%84%d9%83%d8%a7%d8%aa%d8%a8-%d8%a3%d8%a8%d9%88-%d8%ad%d8%a7%d9%85%d8%af/,المعهد العالي العالمي للنشر والتوزيع,2.5,180,
الإمام أبو حامد الغزالي,المختارات الشعرية للإمام الغزالي,العقيدة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d9%85%d8%ae%d8%aa%d8%a7%d8%b1%d8%a7%d8%aa-%d8%a7%d9%84%d8%b4%d8%b9%d8%b1%d9%8a%d8%a9-%d9%84%d9%84%d8%a5%d9%85%d8%a7%d9%85-%d8%a7%d9%84%d8%ba%d8%b2%d8%a7%d9%84/,مكتبة مدبولي الصغير,2,153,
الإمام أبو حامد الغزالي,روضة الطالبين وعمدة السالكين,العقيدة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%b1%d9%88%d8%b6%d8%a9-%d8%a7%d9%84%d8%b7%d8%a7%d9%84%d8%a8%d9%8a%d9%86-%d9%88%d8%b9%d9%85%d8%af%d8%a9-%d8%a7%d9%84%d8%b3%d8%a7%d9%84%d9%83%d9%8a%d9%86-pdf-%d9%84%d9%84/,دار النهضة الحديثة,1,94,
الإمام أبو حامد الغزالي,المنقذ من الضلال والمفصح بالأحوال,العقيدة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d9%85%d9%86%d9%82%d8%b0-%d9%85%d9%86-%d8%a7%d9%84%d8%b6%d9%84%d8%a7%d9%84-%d9%88%d8%a7%d9%84%d9%85%d9%81%d8%b5%d8%ad-%d8%a8%d8%a7%d9%84%d8%a3%d8%ad%d9%88%d8%a7/,,1.5,53,
الإمام أبو حامد الغزالي,سر العالمين وكشف ما في الدارين,العقيدة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%b3%d8%b1-%d8%a7%d9%84%d8%b9%d8%a7%d9%84%d9%85%d9%8a%d9%86-%d9%88%d9%83%d8%b4%d9%81-%d9%85%d8%a7-%d9%81%d9%8a-%d8%a7%d9%84%d8%af%d8%a7%d8%b1%d9%8a%d9%86-pdf-%d9%84%d9%84/,,2,92,
الإمام أبو حامد الغزالي,المقصد الأسنى,العقيدة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d9%85%d9%82%d8%b5%d8%af-%d8%a7%d9%84%d8%a3%d8%b3%d9%86%d9%89/,دار ابن حزم,2,184,
الإمام أبو حامد الغزالي,منهاج لمتعلم للمعلم والمتعلم,العقيدة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d9%86%d9%87%d8%a7%d8%ac-%d9%84%d9%85%d8%aa%d8%b9%d9%84%d9%85-%d9%84%d9%84%d9%85%d8%b9%d9%84%d9%85-%d9%88%d8%a7%d9%84%d9%85%d8%aa%d8%b9%d9%84%d9%85-pdf-%d9%84%d9%84/,,1,26,
الإمام أبو حامد الغزالي,المنخول من علم الأصول,العقيدة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d9%85%d9%86%d8%ae%d9%88%d9%84-%d9%85%d9%86-%d8%b9%d9%84%d9%85-%d8%a7%d9%84%d8%a3%d8%b5%d9%88%d9%84-pdf-%d9%84%d9%84%d9%83%d8%a7%d8%aa%d8%a8-%d8%a3%d8%a8%d9%88/,,5,592,
الإمام أبو حامد الغزالي,أسرار الحج,العقيدة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a3%d8%b3%d8%b1%d8%a7%d8%b1-%d8%a7%d9%84%d8%ad%d8%ac-pdf-%d9%84%d9%84%d9%83%d8%a7%d8%aa%d8%a8-%d8%a3%d8%a8%d9%88-%d8%ad%d8%a7%d9%85%d8%af-%d8%a7%d9%84%d8%ba%d8%b2%d8%a7/,دار المنهاج,3,160,
الإمام أبو حامد الغزالي,أداب الصحبة والمعاشرة,العقيدة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a3%d8%af%d8%a7%d8%a8-%d8%a7%d9%84%d8%b5%d8%ad%d8%a8%d8%a9-%d9%88%d8%a7%d9%84%d9%85%d8%b9%d8%a7%d8%b4%d8%b1%d8%a9-pdf-%d9%84%d9%84%d9%83%d8%a7%d8%aa%d8%a8-%d8%a3%d8%a8/,مطبعة العاني,1,21,
الإمام أبو حامد الغزالي,القسطاس المستقيم,العقيدة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d9%82%d8%b3%d8%b7%d8%a7%d8%b3-%d8%a7%d9%84%d9%85%d8%b3%d8%aa%d9%82%d9%8a%d9%85-pdf-%d9%84%d9%84%d9%83%d8%a7%d8%aa%d8%a8-%d8%a3%d8%a8%d9%88-%d8%ad%d8%a7%d9%85/,المطبعة العلمية,2,44,
الإمام أبو حامد الغزالي,مشكاة الأنوار ومصفاة الأسرار,العقيدة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d8%b4%d9%83%d8%a7%d8%a9-%d8%a7%d9%84%d8%a3%d9%86%d9%88%d8%a7%d8%b1-%d9%88%d9%85%d8%b5%d9%81%d8%a7%d8%a9-%d8%a7%d9%84%d8%a3%d8%b3%d8%b1%d8%a7%d8%b1-pdf-%d9%84%d9%84/,علام الكتب,3,115,
الإمام أبو حامد الغزالي,معارج القدس في مدارج معرفة النفس,العقيدة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d8%b9%d8%a7%d8%b1%d8%ac-%d8%a7%d9%84%d9%82%d8%af%d8%b3-%d9%81%d9%8a-%d9%85%d8%af%d8%a7%d8%b1%d8%ac-%d9%85%d8%b9%d8%b1%d9%81%d8%a9-%d8%a7%d9%84%d9%86%d9%81%d8%b3-pdf/,هنداوي,4,168,
الكاتب موريس لوبلان,في قاع البحر,كتب القصص القصيرة المترجمة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%81%d9%8a-%d9%82%d8%a7%d8%b9-%d8%a7%d9%84%d8%a8%d8%ad%d8%b1-pdf/,دار ميوزيك,4.2,157,
الكاتب موريس لوبلان,جزيرة الأهوال,كتب القصص القصيرة المترجمة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%ac%d8%b2%d9%8a%d8%b1%d8%a9-%d8%a7%d9%84%d8%a3%d9%87%d9%88%d8%a7%d9%84-pdf/,ميوزيك,4.8,50,
الإمام أبو حامد الغزالي,الرسالة اللدنية,العقيدة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%b1%d8%b3%d8%a7%d9%84%d8%a9-%d8%a7%d9%84%d9%84%d8%af%d9%86%d9%8a%d8%a9-pdf-%d9%84%d9%84%d9%83%d8%a7%d8%aa%d8%a8-%d8%a3%d8%a8%d9%88-%d8%ad%d8%a7%d9%85%d8%af/,,2,46,
الإمام أبو حامد الغزالي,محك النظر,العقيدة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d8%ad%d9%83-%d8%a7%d9%84%d9%86%d8%b8%d8%b1-pdf-%d9%84%d9%84%d9%83%d8%a7%d8%aa%d8%a8-%d8%a3%d8%a8%d9%88-%d8%ad%d8%a7%d9%85%d8%af-%d8%a7%d9%84%d8%ba%d8%b2%d8%a7%d9%84/,دار المنهاج,6,274,
الكاتب محمد عمارة,في الدين واللغة والأدب ج5,الأدب-كتب اسلامية-كتب الأدب العربي,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%81%d9%8a-%d8%a7%d9%84%d8%af%d9%8a%d9%86-%d9%88%d8%a7%d9%84%d9%84%d8%ba%d8%a9-%d9%88%d8%a7%d9%84%d8%a3%d8%af%d8%a8-%d8%ac5-pdf/,دار الشروق,21,498,
الكاتب محمد عمارة,في الات السياسية,العقيدة-كتب اسلامية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%81%d9%8a-%d8%a7%d9%84%d9%83%d8%aa%d8%a7%d8%a8%d8%a7%d8%aa-%d8%a7%d9%84%d8%b3%d9%8a%d8%a7%d8%b3%d9%8a%d8%a9-pdf/,دار الشروق,26,904,
الكاتب محمد عمارة,السياسة والوطنية والتربية ج2,العقيدة-كتب اسلامية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d8%b3%d9%8a%d8%a7%d8%b3%d8%a9-%d9%88%d8%a7%d9%84%d9%88%d8%b7%d9%86%d9%8a%d8%a9-%d9%88%d8%a7%d9%84%d8%aa%d8%b1%d8%a8%d9%8a%d8%a9-%d8%ac2-pdf/,دار النهضة,27,828,
الكاتب محمد عمارة,النموذج الثقافي,الثقافة العامة-كتب اسلامية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d9%86%d9%85%d9%88%d8%b0%d8%ac-%d8%a7%d9%84%d8%ab%d9%82%d8%a7%d9%81%d9%8a-pdf/,دار النهضة,2,50,
الكاتب محمد عمارة,المنهاج العقلي في دراسات العربية,العقيدة-كتب اسلامية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%a7%d9%84%d9%85%d9%86%d9%87%d8%a7%d8%ac-%d8%a7%d9%84%d8%b9%d9%82%d9%84%d9%8a-%d9%81%d9%8a-%d8%af%d8%b1%d8%a7%d8%b3%d8%a7%d8%aa-%d8%a7%d9%84%d8%b9%d8%b1%d8%a8%d9%8a%d8%a9-pd/,دار النهضة,2,64,
الإمام أبو حامد الغزالي,جواهر القران ودرره,العقيدة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d8%ac%d9%88%d8%a7%d9%87%d8%b1-%d8%a7%d9%84%d9%82%d8%b1%d8%a7%d9%86-%d9%88%d8%af%d8%b1%d8%b1%d9%87-pdf-%d9%84%d9%84%d9%83%d8%a7%d8%aa%d8%a8-%d8%a3%d8%a8%d9%88-%d8%ad%d8%a7/,,3,191,
أوستن فريمان,لغز شارع جيكوب,كتب الروايات العالمية المترجمة,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%84%d8%ba%d8%b2-%d8%b4%d8%a7%d8%b1%d8%b9-%d8%ac%d9%8a%d9%83%d9%88%d8%a8-pdf/,مؤسسة هنداوي,4,228,
الكاتب روبرت بار,رواية انتقام,كتب الروايات العالمية المترجمة,https://www.arab-books.com/books/%d8%b1%d9%88%d8%a7%d9%8a%d8%a9-%d8%a7%d9%86%d8%aa%d9%82%d8%a7%d9%85-%d9%84%d9%84%d9%83%d8%a7%d8%aa%d8%a8-%d8%b1%d9%88%d8%a8%d8%b1%d8%aa-%d8%a8%d8%a7%d8%b1-pdf/,مؤسسة هنداوي,5,230,
الكاتب أحمد بن عبد الحليم بن عبد السلام بن تيمية,منهاج السنة 9,كتب اسلامية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d9%86%d9%87%d8%a7%d8%ac-%d8%a7%d9%84%d8%b3%d9%86%d8%a9-9-pdf/,,8,592,
الكاتب أحمد بن عبد الحليم بن عبد السلام بن تيمية,منهاج السنة 8,كتب اسلامية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d9%86%d9%87%d8%a7%d8%ac-%d8%a7%d9%84%d8%b3%d9%86%d8%a9-8-pdf/,,12,600,
الكاتب أحمد بن عبد الحليم بن عبد السلام بن تيمية,منهاج السنة 7,كتب اسلامية,https://www.arab-books.com/books/%d9%83%d8%aa%d8%a7%d8%a8-%d9%85%d9%86%d9%87%d8%a7%d8%ac-%d8%a7%d9%84%d8%b3%d9%86%d8%a9-7-pdf/,,11,562,
